customer_id,tenure_months,support_tickets,plan_tier,churned
539,47,327.97,B,1
540,14,133.02,C,0
541,27,39.98,B,0
542,56,49.06,B,0
543,53,481.53,B,1
544,5,413.42,B,1
545,53,300.75,C,1
546,5,450.99,B,1
547,20,436.36,A,1
548,42,186.19,C,0
549,49,406.63,B,1
550,5,107.54,D,0
551,57,492.08,B,1
552,58,164.9,D,0
553,23,147.0,A,0
554,17,99.33,A,0
555,7,282.12,D,0
556,8,451.66,C,1
557,4,281.59,C,0
558,46,29.1,B,0
559,26,36.14,A,0
560,25,263.96,A,0
561,16,446.07,B,1
562,54,295.84,C,1
563,31,375.75,B,1
564,30,420.0,D,1
565,23,74.45,B,0
566,1,220.19,C,0
567,10,11.87,D,0
568,10,215.23,A,0
569,26,430.64,B,1
570,6,395.86,D,1
571,54,173.9,B,0
572,11,359.31,C,1
573,35,359.14,D,1
574,16,250.8,B,0
575,6,60.9,B,0
576,5,463.83,C,1
577,28,290.56,C,1
578,52,97.42,C,0
579,43,340.22,A,1
580,40,387.81,C,1
581,38,64.61,C,0
582,27,218.24,B,0
583,42,475.33,A,1
584,54,297.82,A,1
585,32,394.57,B,1
586,37,84.21,C,0
587,12,140.87,A,0
588,41,481.93,C,1
589,7,49.59,D,0
590,43,448.11,C,1
591,59,41.14,D,0
592,26,301.27,D,1
593,31,16.76,C,0
594,18,452.14,D,1
595,45,272.01,C,1
596,53,273.3,C,1
597,10,200.37,C,0
598,22,351.67,C,1
599,22,336.9,C,1
600,26,304.82,C,1
601,2,236.14,B,0
602,17,102.86,C,0
603,30,293.96,D,1
604,33,470.13,C,1
605,46,156.55,D,0
606,32,235.63,C,0
607,3,38.21,C,0
608,26,51.8,C,0
609,26,107.73,B,0
610,21,318.78,B,1
611,17,143.5,B,0
612,32,475.41,C,1
613,28,213.94,A,0
614,23,315.87,A,1
615,59,287.1,D,1
616,46,253.54,B,0
617,9,205.85,D,0
618,10,228.61,C,0
619,17,498.05,A,1
620,43,55.12,D,0
621,13,483.41,C,1
622,13,134.18,B,0
623,59,401.04,B,1
624,55,123.16,B,0
625,42,201.8,B,0
626,23,359.14,C,1
627,38,463.0,A,1
628,20,223.79,D,0
629,1,308.73,C,0
630,54,180.25,C,0
631,59,112.63,B,0
632,3,470.77,B,1
633,34,470.13,D,1
634,58,488.26,B,1
635,49,489.33,D,1
636,55,452.43,D,1
637,48,284.74,A,1
638,40,161.5,B,0
639,31,201.87,D,0
640,34,153.39,B,0
641,2,165.64,B,0
642,31,385.51,B,1
643,2,470.49,A,1
644,5,289.28,A,0
645,50,359.49,D,1
646,6,144.3,C,0
647,34,448.56,D,1
648,41,269.99,A,0
649,2,334.5,D,1
650,57,433.37,B,1
651,25,164.95,C,0
652,31,102.17,D,0
653,56,283.0,B,1
654,1,410.6,A,1
655,8,430.57,A,1
656,49,34.58,A,0
657,19,398.38,C,1
658,50,144.88,D,0
659,55,62.0,C,0
660,20,155.45,A,0
661,1,69.64,B,0
662,41,192.97,A,0
663,47,247.58,D,0
664,9,462.21,C,1
665,15,438.7,D,1
666,10,378.6,B,1
667,36,57.97,C,0
668,42,230.63,B,0
669,2,172.05,A,0
670,31,489.17,A,1
671,44,458.24,B,1
672,35,457.8,D,1
673,59,420.81,B,1
674,31,377.15,C,1
675,55,358.27,C,1
676,56,268.2,A,1
677,11,295.32,B,0
678,47,245.33,B,0
679,37,257.91,C,0
680,54,88.91,D,0
681,15,129.18,D,0
682,18,124.74,D,0
683,25,177.06,C,0
684,58,238.67,C,0
685,59,227.22,A,0
686,49,459.07,A,1
687,3,90.38,D,0
688,6,222.06,A,0
689,40,132.69,B,0
690,6,484.97,A,1
691,58,257.88,A,1
692,12,302.81,D,0
693,56,480.9,A,1
694,20,347.23,C,1
695,16,260.95,A,0
696,13,188.84,B,0
697,46,389.48,D,1
698,4,210.41,B,0
699,35,380.91,D,1
700,27,108.26,A,0
701,33,21.62,A,0
702,16,164.29,A,0
703,4,362.2,C,1
704,28,496.77,A,1
705,19,110.23,D,0
706,47,408.56,C,1
707,20,305.17,C,1
708,19,241.49,C,0
709,23,458.61,D,1
710,3,279.24,A,0
711,30,281.27,A,0
712,50,28.6,B,0
713,30,315.54,D,1
714,29,390.39,C,1
715,30,295.88,B,1
716,15,405.17,B,1
717,7,298.45,A,0
718,55,353.6,A,1
719,47,148.11,C,0
720,44,84.49,B,0
721,4,286.93,C,0
722,25,369.07,C,1
723,1,278.6,A,0
724,21,97.02,A,0
725,6,405.33,A,1
726,5,96.25,C,0
727,28,213.38,C,0
728,17,431.92,B,1
729,58,109.85,B,0
730,43,158.65,C,0
731,21,478.58,B,1
732,5,253.5,C,0
733,39,138.94,D,0
734,23,12.69,A,0
735,23,258.53,D,0
736,35,435.23,D,1
737,25,135.28,D,0
738,44,306.93,C,1
739,52,33.3,D,0
740,44,11.53,A,0
741,58,281.87,A,1
742,18,64.19,B,0
743,19,488.89,A,1
744,20,325.91,A,1
745,12,251.24,C,0
746,10,224.83,C,0
747,12,58.81,B,0
748,44,363.07,C,1
749,30,483.59,D,1
750,16,283.04,B,0
751,39,287.71,B,1
752,29,108.03,C,0
753,1,108.8,A,0
754,54,19.68,D,0
755,23,357.3,C,1
756,1,393.83,B,1
757,11,306.63,A,1
758,51,53.32,A,0
759,38,55.3,A,0
760,44,175.44,D,0
761,20,339.27,A,1
762,39,407.44,D,1
763,19,327.58,B,1
764,25,51.97,B,0
765,10,213.8,C,0
766,37,65.48,C,0
767,36,198.56,C,0
768,56,450.22,A,1
769,40,415.88,B,1
770,6,319.67,D,1
771,16,113.3,D,0
772,4,59.99,B,0
773,17,425.97,D,1
774,21,256.23,B,0
775,56,50.36,A,0
776,7,440.31,A,1
777,31,276.36,A,0
778,55,468.75,A,1
779,19,28.26,A,0
780,47,124.61,D,0
781,20,172.84,D,0
782,10,67.16,B,0
783,35,98.07,B,0
784,23,279.67,B,0
785,1,164.31,D,0
786,25,238.48,C,0
787,24,68.33,A,0
788,57,483.99,D,1
789,51,263.43,A,0
790,20,171.41,D,0
791,44,258.4,B,0
792,29,341.96,D,1
793,54,225.27,C,0
794,32,272.95,C,0
795,5,258.98,A,0
796,47,333.85,C,1
797,40,147.99,A,0
798,52,386.03,A,1
799,43,224.42,B,0
800,40,428.09,C,1
